648:0,0,0,0,0,0,2,2,0,0,0,0,0,0
650:0,0,0,0,0,0,2,2,0,0,0,0,0,0
652:0,0,0,0,0,0,2,2,0,0,0,0,0,0
654:0,0,0,0,0,0,2,2,0,0,0,0,0,0
656:0,0,0,3,0,0,0,0,3,0,0,0,0,0
658:0,0,0,3,0,0,0,0,3,0,0,0,0,0
660:0,0,0,3,0,0,0,0,3,0,0,0,0,0
662:0,0,0,3,0,0,0,0,3,0,0,0,0,0
664:0,0,0,3,0,0,0,0,3,0,0,0,0,0
667:9,14,-2,0,0,0,3,2,0,0,10,0,0,0
675:0,0,0,0,0,0,0,0,0,0,0,0,0,0
732:0,0,0,0,6,0,0,0,0,0,0,12,0,0
740:0,0,0,2,0,0,0,0,2,0,0,0,0,0
746:5,3,-4,1,0,0,0,0,1,0,0,0,0,0
747:5,3,-4,1,0,0,0,0,1,0,0,0,0,0
751:0,0,0,0,0,0,0,0,0,0,0,0,0,0
767:0,0,0,0,6,0,0,0,0,0,0,0,0,0
772:-1,-1,10,10,0,2,3,1,10,0,10,0,0,0
773:0,0,0,0,0,0,0,0,0,0,0,0,0,0
774:0,0,0,0,0,0,0,0,0,0,0,0,0,0
775:2,2,2,0,0,8,9,7,0,0,2,0,0,0
776:2,2,2,0,0,8,9,7,0,0,2,0,0,0
777:2,2,2,0,0,8,9,7,0,0,2,0,0,0
778:2,2,2,0,0,8,9,7,0,0,2,0,0,0
800:0,0,0,0,4,0,0,0,0,0,0,5,0,0
801:0,0,0,0,5,0,0,0,0,0,0,7,0,0
802:0,0,0,0,8,0,0,0,0,0,0,11,0,0
803:0,0,0,0,12,0,0,0,0,0,0,16,0,0
804:0,0,0,0,17,0,0,0,0,0,0,23,0,0
805:0,0,0,0,26,0,0,0,0,0,0,36,0,0
806:0,0,0,0,3,0,0,0,0,0,0,1,0,0
807:0,0,0,0,4,0,0,0,0,0,0,3,0,0
808:0,0,0,0,5,0,0,0,0,0,0,4,0,0
809:0,0,0,0,8,0,0,0,0,0,0,7,0,0
810:0,0,0,0,11,0,0,0,0,0,0,10,0,0
811:0,0,0,0,15,0,0,0,0,0,0,14,0,0
812:0,0,0,0,3,0,0,0,0,0,0,1,0,0
813:0,0,0,0,4,0,0,0,0,0,0,3,0,0
814:0,0,0,0,5,0,0,0,0,0,0,4,0,0
815:0,0,0,0,8,0,0,0,0,0,0,7,0,0
816:0,0,0,0,11,0,0,0,0,0,0,10,0,0
817:0,0,0,0,15,0,0,0,0,0,0,14,0,0
818:0,0,0,0,0,0,0,0,0,0,0,0,0,0
825:0,0,0,0,5,0,0,0,0,0,0,6,0,0
826:0,0,0,0,8,0,0,0,0,0,0,10,0,0
827:0,0,0,0,12,0,0,0,0,0,0,12,0,0
828:0,0,0,0,17,0,0,0,0,0,0,18,0,0
829:0,0,0,0,24,0,0,0,0,0,0,28,0,0
830:0,0,0,0,38,0,0,0,0,0,0,42,0,0
831:0,0,0,0,5,0,0,0,0,0,0,6,0,0
832:0,0,0,0,8,0,0,0,0,0,0,10,0,0
833:0,0,0,0,12,0,0,0,0,0,0,12,0,0
834:0,0,0,0,17,0,0,0,0,0,0,18,0,0
835:0,0,0,0,24,0,0,0,0,0,0,28,0,0
836:0,0,0,0,38,0,0,0,0,0,0,42,0,0
837:0,0,0,0,6,0,0,0,0,0,0,0,0,0
839:0,0,0,0,8,0,0,0,0,0,0,0,0,0
841:0,0,0,0,8,0,0,0,0,0,0,0,0,0
843:0,0,0,0,14,0,0,0,0,0,0,0,0,0
845:0,0,0,0,14,0,0,0,0,0,0,0,0,0
847:0,0,0,0,20,0,0,0,0,0,0,0,0,0
849:0,0,0,0,20,0,0,0,0,0,0,0,0,0
851:0,0,0,0,29,0,0,0,0,0,0,0,0,0
853:0,0,0,0,29,0,0,0,0,0,0,0,0,0
855:0,0,0,0,47,0,0,0,0,0,0,0,0,0
857:0,0,0,0,47,0,0,0,0,0,0,0,0,0
859:0,0,0,0,69,0,0,0,0,0,0,0,0,0
861:0,0,0,0,69,0,0,0,0,0,0,0,0,0
863:0,0,0,0,5,0,0,0,0,0,0,4,0,0
864:0,0,0,0,4,0,0,0,0,0,0,3,0,0
865:0,0,0,0,8,0,0,0,0,0,0,7,0,0
866:0,0,0,0,11,0,0,0,0,0,0,10,0,0
867:0,0,0,0,15,0,0,0,0,0,0,14,0,0
868:0,0,0,0,25,0,0,0,0,0,0,24,0,0
869:0,0,0,0,10,0,0,0,0,0,0,8,0,0
870:0,0,0,0,4,0,0,0,0,0,0,3,0,0
871:0,0,0,0,5,0,0,0,0,0,0,4,0,0
872:0,0,0,0,8,0,0,0,0,0,0,7,0,0
873:0,0,0,0,11,0,0,0,0,0,0,10,0,0
874:0,0,0,0,10,0,0,0,0,0,0,8,0,0
875:0,0,0,0,15,0,0,0,0,0,0,14,0,0
876:0,0,0,0,25,0,0,0,0,0,0,24,0,0
877:0,0,0,0,0,0,0,0,0,0,0,10,0,0
878:0,0,0,0,0,0,0,0,0,0,0,10,0,0
879:0,0,0,0,0,0,0,0,0,0,0,14,0,0
880:0,0,0,0,0,0,0,0,0,0,0,48,0,0
881:0,0,0,0,0,0,0,0,0,0,0,12,0,0
882:0,0,0,0,0,0,0,0,0,0,0,7,0,0
883:0,0,0,0,0,0,0,0,0,0,0,7,0,0
884:0,0,0,0,0,0,0,0,0,0,0,10,0,0
885:0,0,0,0,0,0,0,0,0,0,0,10,0,0
886:0,0,0,0,0,0,0,0,0,0,0,16,0,0
887:0,0,0,0,0,0,0,0,0,0,0,16,0,0
888:0,0,0,0,0,0,0,0,0,0,0,22,0,0
889:0,0,0,0,0,0,0,0,0,0,0,22,0,0
890:0,0,0,0,0,0,0,0,0,0,0,31,0,0
891:0,0,0,0,0,0,0,0,0,0,0,31,0,0
892:0,0,0,0,0,0,0,0,0,0,0,49,0,0
893:0,0,0,0,0,0,0,0,0,0,0,49,0,0
942:0,0,0,0,0,0,0,0,0,0,0,7,0,0
945:0,0,0,0,0,0,0,0,0,0,0,0,0,0
975:0,6,-2,0,0,0,0,0,0,0,5,0,0,0
1005:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1009:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011:0,0,0,1,0,0,0,0,1,0,0,0,0,0
1013:0,0,0,1,0,0,0,0,1,0,0,0,0,0
1015:0,0,0,1,0,0,0,0,1,0,0,0,0,0
1017:0,0,0,2,0,0,0,0,2,0,0,0,0,0
1019:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1021:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1023:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1025:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1029:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1031:0,0,0,0,0,0,1,1,0,2,0,0,0,0
1033:0,0,0,2,0,0,0,0,3,0,0,0,0,3
1035:0,0,0,2,0,0,0,0,3,0,0,0,0,3
1037:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052:0,0,0,0,0,7,7,7,7,7,0,0,0,0
1053:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059:0,0,0,0,0,0,1,2,0,0,0,0,0,0
1061:0,0,0,0,0,0,1,1,0,0,0,0,0,0
1063:0,0,0,0,4,2,2,1,0,0,0,0,0,0
1065:0,0,0,-10,8,3,2,4,2,0,0,0,0,0
1067:0,0,0,-21,-7,11,10,10,-4,10,0,0,0,0
1069:0,0,0,-21,-7,17,16,15,-4,16,0,0,0,0
1071:0,0,0,-21,-7,24,22,20,-4,22,0,0,0,0
1073:0,0,0,-21,-7,33,31,29,-4,31,0,0,0,0
1075:0,0,0,-21,-7,8,7,6,-4,7,0,0,0,0
1077:0,0,0,-21,-7,21,20,19,-4,20,0,0,0,0
1079:0,0,0,-21,-7,51,49,47,-4,49,0,0,0,0
1081:0,0,0,-21,-7,11,10,10,-4,10,0,0,0,0
1083:0,0,0,-21,-7,17,16,15,-4,16,0,0,0,0
1085:0,0,0,-21,-7,24,22,20,-4,22,0,0,0,0
1087:0,0,0,-21,-7,8,7,6,-4,7,0,0,0,0
1089:0,0,0,-21,-7,21,20,19,-4,20,0,0,0,0
1091:0,0,0,-21,-7,33,31,29,-4,31,0,0,0,0
1093:0,0,0,-21,-7,51,49,47,-4,49,0,0,0,0
1095:0,0,0,0,4,2,2,1,0,0,0,0,0,0
1097:0,0,0,-5,6,15,16,17,6,16,0,0,0,0
1099:0,0,0,-10,8,22,16,24,8,22,0,0,0,0
1101:0,0,0,-15,0,10,15,19,-3,12,0,0,0,0
1103:0,0,0,-15,0,7,11,13,-3,9,0,0,0,0
1105:0,0,0,-15,0,17,25,30,-3,19,0,0,0,0
1107:0,0,0,-15,0,22,32,39,-3,24,0,0,0,0
1109:0,0,0,-15,0,25,35,42,-3,27,0,0,0,0
1111:0,0,0,-15,0,36,50,61,-3,38,0,0,0,0
1113:0,0,0,-15,0,63,72,78,-3,65,0,0,0,0
1115:0,0,0,-30,-10,21,20,12,-6,20,0,0,0,0
1117:0,0,0,-30,-10,15,14,9,-6,14,0,0,0,0
1119:0,0,0,-30,-10,32,31,24,-6,31,0,0,0,0
1121:0,0,0,-30,-10,46,44,38,-6,44,0,0,0,0
1123:0,0,0,-30,-10,65,63,55,-6,63,0,0,0,0
1125:0,0,0,-30,-10,41,40,30,-6,40,0,0,0,0
1127:0,0,0,-30,-10,82,80,72,-6,80,0,0,0,0
1129:0,0,0,-2,2,8,9,10,4,9,0,0,0,0
1131:0,0,0,-4,8,12,15,18,6,15,0,0,0,0
1133:0,0,0,-4,8,18,25,22,8,25,0,0,0,0
1135:0,0,0,-15,15,40,32,45,20,40,0,0,0,0
1137:0,0,0,-3,-1,4,5,3,-1,4,0,0,0,0
1139:0,0,0,-3,-1,3,4,2,-1,3,0,0,0,0
1141:0,0,0,-3,-1,7,8,6,-1,7,0,0,0,0
1143:0,0,0,-3,-1,10,11,9,-1,10,0,0,0,0
1145:0,0,0,-3,-1,14,15,13,-1,14,0,0,0,0
1147:0,0,0,-3,-1,22,23,21,-1,22,0,0,0,0
1149:0,0,0,-3,-1,33,35,32,-1,34,0,0,0,0
1151:0,0,0,-3,-1,9,10,8,-1,9,0,0,0,0
1153:0,0,0,-6,-2,6,7,5,-1,6,0,0,0,0
1155:0,0,0,-6,-2,4,5,3,-1,4,0,0,0,0
1157:0,0,0,-6,-2,9,10,7,-1,9,0,0,0,0
1159:0,0,0,-6,-2,13,14,11,-1,13,0,0,0,0
1161:0,0,0,-6,-2,19,21,16,-1,19,0,0,0,0
1163:0,0,0,-6,-2,30,32,27,-1,30,0,0,0,0
1165:0,0,0,-6,-2,12,13,10,-1,12,0,0,0,0
1167:0,0,0,0,1,2,3,4,2,3,0,0,0,0
1169:0,0,0,-1,2,4,6,8,4,4,0,0,0,0
1171:0,0,0,0,0,4,5,3,1,4,0,0,0,0
1173:0,0,0,-6,-2,5,6,4,0,5,0,0,0,0
1175:0,0,0,-6,-2,8,9,7,0,8,0,0,0,0
1177:0,0,0,-6,-2,12,13,11,0,12,0,0,0,0
1179:0,0,0,-6,-2,15,16,14,0,15,0,0,0,0
1181:0,0,0,-6,-2,17,19,15,0,17,0,0,0,0
1183:0,0,0,-6,-2,24,26,22,0,24,0,0,0,0
1185:0,0,0,-6,-2,38,40,36,0,38,0,0,0,0
1187:0,0,0,-6,-2,50,52,48,0,50,0,0,0,0
1189:0,0,0,-8,-2,5,7,6,-1,6,0,0,0,0
1191:0,0,0,-8,-2,8,10,9,-1,9,0,0,0,0
1193:0,0,0,-8,-2,13,15,14,-1,14,0,0,0,0
1195:0,0,0,-8,-2,17,19,18,-1,18,0,0,0,0
1197:0,0,0,-8,-2,18,22,20,-1,20,0,0,0,0
1199:0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0
1201:0,0,0,-8,-2,44,48,46,-1,46,0,0,0,0
1203:5,3,-4,1,0,0,0,0,1,0,4,0,0,0
1205:4,2,-4,1,0,0,0,0,1,0,3,0,0,0
1207:8,4,-4,1,0,0,0,0,1,0,7,0,0,0
1209:11,5,-4,1,0,0,0,0,1,0,10,0,0,0
1211:15,8,-4,1,0,0,0,0,1,0,14,0,0,0
1213:25,12,-4,1,0,0,0,0,1,0,24,0,0,0
1215:40,25,-4,1,0,0,0,0,1,0,40,0,0,0
1217:10,5,-4,1,0,0,0,0,1,0,7,0,0,0
1219:5,3,-4,1,0,0,0,0,1,0,4,0,0,0
1221:4,2,-4,1,0,0,0,0,1,0,3,0,0,0
1223:8,4,-4,1,0,0,0,0,1,0,7,0,0,0
1225:11,5,-4,1,0,0,0,0,1,0,10,0,0,0
1227:15,8,-4,1,0,0,0,0,1,0,14,0,0,0
1229:25,12,-4,1,0,0,0,0,1,0,24,0,0,0
1231:40,25,-4,1,0,0,0,0,1,0,40,0,0,0
1233:10,5,-4,1,0,0,0,0,1,0,7,0,0,0
1235:10,5,-4,1,0,0,0,0,1,0,7,0,0,0
1237:5,5,5,0,0,1,1,0,0,0,6,0,0,0
1239:8,8,8,0,0,1,1,0,0,0,10,0,0,0
1241:12,12,12,0,0,1,1,0,0,0,12,0,0,0
1243:17,17,17,0,0,1,1,0,0,0,18,0,0,0
1245:24,24,24,0,0,1,1,0,0,0,28,0,0,0
1247:36,36,36,0,0,1,1,0,0,0,42,0,0,0
1249:55,55,55,0,0,5,5,5,5,5,60,0,0,0
1251:5,5,5,0,0,1,1,0,0,0,6,0,0,0
1253:8,8,8,0,0,1,1,0,0,0,10,0,0,0
1255:12,12,12,0,0,1,1,0,0,0,12,0,0,0
1257:17,17,17,0,0,1,1,0,0,0,18,0,0,0
1259:24,24,24,0,0,1,1,0,0,0,28,0,0,0
1261:36,36,36,0,0,1,1,0,0,0,42,0,0,0
1263:55,55,55,0,0,5,5,5,5,5,60,0,0,0
1265:4,-2,2,0,0,0,1,0,0,0,5,0,0,0
1267:5,-2,3,0,0,0,1,0,0,0,7,0,0,0
1269:8,-2,6,0,0,0,1,0,0,0,9,0,0,0
1271:17,-2,15,0,0,0,1,0,0,0,19,0,0,0
1273:12,-2,10,0,0,0,1,0,0,0,13,0,0,0
1275:26,-2,24,0,0,0,1,0,0,0,29,0,0,0
1277:4,3,-2,0,0,0,2,1,0,0,5,0,0,0
1279:6,4,-2,0,0,0,2,1,0,0,7,0,0,0
1281:11,8,-2,0,0,0,2,1,0,0,12,0,0,0
1283:14,10,-2,0,0,0,2,1,0,0,12,0,0,0
1285:16,11,-2,0,0,0,2,1,0,0,17,0,0,0
1287:23,18,-2,0,0,0,2,1,0,0,24,0,0,0
1289:38,26,-2,0,0,0,2,1,0,0,39,0,0,0
1291:4,5,-2,0,0,0,3,2,0,0,7,0,0,0
1293:6,8,-2,0,0,0,3,2,0,0,10,0,0,0
1295:9,14,-2,0,0,0,3,2,0,0,16,0,0,0
1297:13,18,-2,0,0,0,3,2,0,0,16,0,0,0
1299:15,20,-2,0,0,0,3,2,0,0,22,0,0,0
1301:20,29,-2,0,0,0,3,2,0,0,31,0,0,0
1303:38,47,-2,0,0,0,3,2,0,0,49,0,0,0
1305:58,69,-2,0,0,0,3,2,0,0,71,0,0,0
1307:-4,9,8,-4,0,0,0,0,0,-1,10,0,0,0
1309:-4,13,10,-4,0,0,0,0,0,-1,14,0,0,0
1311:-4,21,16,-4,0,0,0,0,0,-1,22,0,0,0
1313:-4,27,21,-4,0,0,0,0,0,-1,26,0,0,0
1315:-4,30,24,-4,0,0,0,0,0,-1,31,0,0,0
1317:-4,43,30,-4,0,0,0,0,0,-1,44,0,0,0
1319:-4,69,50,-4,0,0,0,0,0,-1,70,0,0,0
1321:1,7,-2,0,0,0,1,0,0,0,6,0,0,0
1323:2,10,-2,0,0,0,1,0,0,0,9,0,0,0
1325:3,15,-2,0,0,0,1,0,0,0,14,0,0,0
1327:4,19,-2,0,0,0,1,0,0,0,14,0,0,0
1329:5,21,-2,0,0,0,1,0,0,0,20,0,0,0
1331:6,29,-2,0,0,0,1,0,0,0,28,0,0,0
1333:7,45,-2,0,0,0,1,0,0,0,44,0,0,0
1335:-4,-4,11,-4,0,0,0,0,0,0,9,0,0,0
1337:-4,-4,10,-4,0,0,0,0,0,0,8,0,0,0
1339:-4,-4,18,-4,0,0,0,0,0,0,16,0,0,0
1341:-4,-4,22,-4,0,0,0,0,0,0,19,0,0,0
1343:-4,-4,25,-4,0,0,0,0,0,0,20,0,0,0
1345:-4,-4,33,-4,0,0,0,0,0,0,31,0,0,0
1347:-4,-4,53,-4,0,0,0,0,0,0,48,0,0,0
1349:-2,5,3,0,0,0,1,0,0,0,7,0,0,0
1351:-2,4,2,0,0,0,1,0,0,0,5,0,0,0
1353:-2,8,6,0,0,0,1,0,0,0,9,0,0,0
1355:-2,12,10,0,0,0,1,0,0,0,13,0,0,0
1357:-2,17,15,0,0,0,1,0,0,0,19,0,0,0
1359:-2,26,24,0,0,0,1,0,0,0,29,0,0,0
1361:-2,10,8,0,0,0,1,0,0,0,12,0,0,0
1363:-2,8,5,0,0,0,0,0,0,-1,13,0,0,0
1365:-2,16,11,0,0,0,0,0,0,-1,20,0,0,0
1367:-2,20,15,0,0,0,0,0,0,-1,24,0,0,0
1369:-2,22,17,0,0,0,0,0,0,-1,29,0,0,0
1371:-2,31,26,0,0,0,0,0,0,-1,41,0,0,0
1373:-2,48,43,0,0,0,0,0,0,-1,64,0,0,0
1375:-2,6,3,0,0,0,0,0,0,-1,9,0,0,0
1377:-2,70,65,0,0,0,0,0,0,-1,85,0,0,0
1379:0,-1,7,4,0,2,3,1,4,0,3,0,0,0
1381:0,-1,7,10,0,2,3,1,10,0,3,0,0,0
1383:0,-1,7,10,0,2,3,1,10,0,3,0,0,0
1385:1,-1,9,10,0,2,3,1,10,0,5,0,0,0
1387:3,-1,9,10,0,2,3,1,10,0,6,0,0,0
1389:2,-1,10,10,0,2,3,1,10,0,7,0,0,0
1391:7,-1,25,10,0,2,3,1,10,0,32,0,0,0
1393:7,-1,28,10,0,2,3,1,10,0,35,0,0,0
1395:7,-1,28,10,0,2,3,1,10,0,35,0,0,0
1397:7,-1,28,10,0,2,3,1,10,0,35,0,0,0
1399:7,-1,28,10,0,2,3,1,10,0,35,0,0,0
1401:10,-1,40,10,0,2,3,1,10,0,50,0,0,0
1403:10,-1,40,10,0,2,3,1,10,0,50,0,0,0
1405:10,-1,40,10,0,2,3,1,10,0,50,0,0,0
1407:10,-1,40,10,0,2,3,1,10,0,50,0,0,0
1409:10,-1,40,10,0,2,3,1,10,0,50,0,0,0
1419:3,8,3,0,0,0,3,1,0,0,10,0,0,0
1420:4,-2,9,0,0,0,0,0,0,0,7,0,0,1
1422:1,-2,6,0,0,0,0,0,0,0,5,0,0,1
1424:7,-2,13,0,0,0,0,0,0,0,11,0,0,2
1426:8,-2,16,0,0,0,0,0,0,0,13,0,0,2
1428:11,-2,18,0,0,0,0,0,0,0,16,0,0,3
1430:13,-2,25,0,0,0,0,0,0,0,23,0,0,3
1432:20,-2,39,0,0,0,0,0,0,0,36,0,0,4
1434:40,-2,60,0,0,0,0,0,0,0,55,0,0,5
1478:4,4,4,4,4,0,0,0,0,0,0,0,0,0
1495:2,2,2,0,0,8,9,7,0,0,2,0,0,0
1506:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540:0,0,0,0,0,7,9,8,2,8,0,0,0,0
1549:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580:0,0,0,0,0,0,3,4,0,2,0,0,0,0
1635:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704:10,10,10,10,10,3,3,3,3,3,6,0,0,3
1706:10,10,10,10,10,3,3,3,3,3,6,0,0,3
1708:10,10,10,10,10,3,3,3,3,3,6,0,0,3
1710:10,10,10,10,10,3,3,3,3,3,6,0,0,3
1712:10,10,10,10,10,3,3,3,3,3,6,0,0,3
1716:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718:0,0,0,0,0,2,2,2,2,2,0,0,0,8
1722:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724:2,2,2,2,2,0,0,0,0,0,0,0,0,8
1725:0,0,0,0,0,0,0,0,0,0,10,0,0,0
1727:0,0,0,10,0,0,0,0,0,0,0,0,0,0
1729:0,0,0,0,0,7,7,7,7,7,0,0,0,0
1731:6,6,6,6,6,6,6,6,6,6,6,0,0,1
1757:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963:0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395:0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402:9,14,-2,0,0,0,3,2,1,0,12,0,0,0
2405:0,0,0,0,0,20,14,8,0,0,0,0,0,0
2406:0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412:0,0,0,10,0,1,1,2,10,0,0,0,0,0
2413:0,0,0,10,0,1,1,2,10,0,0,0,0,0
2414:0,0,0,10,0,1,1,2,10,0,0,0,0,0
2415:-1,-1,6,6,0,2,3,1,6,0,2,0,0,0
2416:-1,-1,6,6,0,2,3,1,6,0,2,0,0,0
2417:-1,-1,6,6,0,2,3,1,6,0,2,0,0,0
2460:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
2462:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
2464:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
2466:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
2468:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
2470:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
2472:-100,-100,-50,0,0,0,0,0,0,0,-10,0,0,0
